Date;c;o;l;h;volume
2019-01-25;61.64;61.13;60.7;61.92;218031
2019-01-24;61.09;61.02;60.41;61.51;274482
2019-01-23;61.14;61.37;60.21;62.33;308458
2019-01-22;61.5;62.59;60.57;62.71;283221
2019-01-21;62.74;62.74;62.25;63.15;138080
2019-01-18;62.7;61.33;61.32;63;288912
2019-01-17;61.18;61.05;60.04;61.54;278415
2019-01-16;61.32;60.42;60.03;61.45;315592
2019-01-15;60.64;59.36;59.11;60.86;234362
2019-01-14;58.99;60.62;58.9;61.04;263276
2019-01-11;60.48;61.19;60.08;62.49;292786
2019-01-10;61.68;61.15;60.44;61.91;300922
2019-01-09;61.44;59.15;59.05;61.69;329048
2019-01-08;58.72;57.64;57.13;58.87;288249
2019-01-07;57.33;57.41;57.26;58.93;296583
2019-01-04;57.06;55.67;55.34;58.31;321106
2019-01-03;55.95;54.29;53.93;56.3;278356
2019-01-02;54.91;54.12;52.51;56.56;300950
2018-12-31;53.8;53;52.66;54.82;109109
2018-12-28;52.2;53.44;51.6;53.8;17111
2018-12-27;52.16;54.65;51.94;54.67;102589
2018-12-26;54.47;50.84;49.93;55.29;77000
2018-12-24;50.47;53.49;50.36;54.66;76222
2018-12-21;53.82;54.97;52.79;55.33;226344
2018-12-20;54.35;56.49;54.28;56.75;299454
2018-12-19;57.24;56.51;56.04;58.11;319367
2018-12-18;56.26;59;55.89;59.24;398563
2018-12-17;59.61;60.25;58.64;61.21;246028
2018-12-14;60.28;61.53;59.92;61.58;206560
2018-12-13;61.45;60.29;59.33;62.02;252397
2018-12-12;60.15;60.67;59.98;61.43;246916
2018-12-11;60.2;59.91;59.58;61.1;235332
2018-12-10;59.97;61.34;59.61;62.33;264954
2018-12-07;61.67;60.25;59.1;63.73;423077
2018-12-06;60.06;61.36;58.36;61.97;399988
2018-12-05;61.56;61.35;60.8;63.29;256240
2018-12-04;62.08;61.9;61.24;63.58;277419
2018-12-03;61.69;59.98;59.85;62.6;294774
2018-11-30;58.71;59.28;58.25;59.93;27015
2018-11-29;59.51;59.12;57.5;60.37;94566
2018-11-28;58.76;60.63;58.55;61.27;150813
2018-11-27;60.21;60.39;58.92;61.4;271168
2018-11-26;60.48;58.98;58.6;61.13;267383
2018-11-23;58.8;62.58;58.41;62.79;279668
2018-11-22;62.6;63.6;62.27;63.81;164108
2018-11-21;63.48;62.6;62.56;64.48;334983
2018-11-20;62.53;66.9;61.71;66.9;417010
2018-11-19;66.79;66.99;65.27;67.64;262545
2018-11-16;66.76;66.68;66.06;68.38;327717
2018-11-15;66.62;66.12;65.77;67.42;316040
2018-11-14;66.12;65.62;65.02;67.63;379718
2018-11-13;65.47;69.13;64.61;69.68;445041
2018-11-12;70.12;70.69;68.87;71.88;319229
2018-11-09;70.18;70.87;69.13;70.99;292213
2018-11-08;70.65;72.1;70.56;73.08;350468
2018-11-07;72.07;71.66;71.36;73.55;361361
2018-11-06;72.13;72.85;71.18;73.28;290879
2018-11-05;73.17;72.85;72.26;74.13;231141
2018-11-02;72.83;72.75;72.16;73.5;312874
2018-11-01;72.89;74.69;72.56;74.99;360162
2018-10-31;75.47;76.28;75.42;76.92;34697
2018-10-30;75.91;76.82;75.09;77.32;115186
2018-10-29;77.34;77.64;76.55;78.03;117939
2018-10-26;77.62;76.6;75.77;77.91;229751
2018-10-25;76.89;75.67;75.35;77.08;215235
2018-10-24;76.17;76.35;75.11;77.57;366652
2018-10-23;76.44;80.04;75.88;80.12;513715
2018-10-22;79.83;80.11;78.99;80.41;269911
2018-10-19;79.78;79.44;79.22;80.88;291069
2018-10-18;79.29;80.23;78.69;80.31;359005
2018-10-17;80.05;81.74;79.17;81.85;336595
2018-10-16;81.41;80.88;79.8;81.75;329327
2018-10-15;80.78;81;79.85;81.92;284648
2018-10-12;80.43;80.28;79.23;81.48;373090
2018-10-11;80.26;82.47;79.8;82.63;482510
2018-10-10;83.09;84.98;82.26;85.17;319094
2018-10-09;85;83.91;83.73;85.45;351396
2018-10-08;83.91;84.17;82.66;84.31;290090
2018-10-05;84.16;84.89;83.92;85.12;300619
2018-10-04;84.58;85.99;84.14;86.43;361253
2018-10-03;86.29;84.79;84.01;86.74;345222
2018-10-02;84.8;84.95;84.31;85.38;268609
2018-10-01;84.98;82.79;82.55;85.45;347526
2018-09-28;82.72;81.63;81.6;82.87;19684
2018-09-27;81.72;81.8;81.32;82.44;123998
2018-09-26;81.34;81.45;81.1;82.22;130529
2018-09-25;81.87;81.35;81.17;82.55;240400
2018-09-24;81.2;78.97;78.97;81.48;243314
2018-09-21;78.8;78.67;78.23;80.12;297574
2018-09-20;78.7;79.44;78.51;79.83;300163
2018-09-19;79.4;78.97;78.51;79.5;275872
2018-09-18;79.03;77.78;77.46;79.73;259175
2018-09-17;78.05;78.07;77.73;78.9;207609
2018-09-14;78.09;78.45;77.37;78.94;261057
2018-09-13;78.18;79.6;77.87;79.71;298144
2018-09-12;79.74;79.42;78.75;80.13;315266
2018-09-11;79.06;77.38;77.36;79.54;280309
2018-09-10;77.37;77.08;76.9;77.92;244533
2018-09-07;76.83;76.69;75.88;77.1;208999
2018-09-06;76.5;77.02;75.64;77.77;274791
2018-09-05;77.27;77.82;76.91;78.09;277124
2018-09-04;78.17;78.19;77.44;79.72;320446
2018-09-03;78.15;77.69;77.3;78.44;110912
2018-08-31;77.42;77.53;77;77.79;25828
2018-08-30;77.77;77.33;77.18;78.03;90218
2018-08-29;77.14;75.99;75.67;77.42;130440
2018-08-28;75.95;76.34;75.73;76.97;179659
2018-08-27;76.21;75.54;75.39;76.34;101081
2018-08-24;75.82;74.73;74.68;76.42;235091
2018-08-23;74.73;74.72;74.21;74.87;199661
2018-08-22;74.78;72.76;72.7;75;300689
2018-08-21;72.63;72.15;72.05;72.95;201240
2018-08-20;72.21;71.77;71.42;72.75;249098
2018-08-17;71.83;71.35;71.25;72.49;217156
2018-08-16;71.43;70.65;70.4;71.52;227201
2018-08-15;70.76;72.22;70.3;72.44;298105
2018-08-14;72.46;72.82;72.16;73.93;242747
2018-08-13;72.61;73;71.04;73.09;220337
2018-08-10;72.81;71.97;71.4;73.14;228741
2018-08-09;72.07;72.16;71.86;72.89;197055
2018-08-08;72.28;74.64;71.65;74.87;269509
2018-08-07;74.65;73.61;73.57;74.9;228992
2018-08-06;73.75;73.21;73.08;74.47;200582
2018-08-03;73.21;73.37;72.48;73.73;175359
2018-08-02;73.45;72.42;71.84;73.75;226453
2018-08-01;72.39;74.07;72.13;74.12;284022
2018-07-31;74.25;74.93;74.14;75.1;21877
2018-07-30;74.97;74.31;74.14;75.27;81034
2018-07-27;74.29;74.5;73.83;74.85;119340
2018-07-26;74.54;74.37;73.77;74.83;183348
2018-07-25;73.93;73.7;73.07;74.6;210868
2018-07-24;73.44;72.91;72.68;74;215150
2018-07-23;73.06;73.22;72.52;74.5;316980
2018-07-20;73.07;72.65;72.26;73.47;231507
2018-07-19;72.58;73.06;71.83;73.79;313811
2018-07-18;72.9;71.74;71.19;73.28;287114
2018-07-17;72.16;72.01;71.35;72.78;286435
2018-07-16;71.84;74.92;71.52;75.37;330000
2018-07-13;75.33;74.34;73.22;75.93;302426
2018-07-12;74.45;74.17;72.67;75.1;416412
2018-07-11;73.4;78.78;73.04;78.83;560842
2018-07-10;78.86;78.25;78.15;79.51;261549
2018-07-09;78.07;77.21;77.04;78.31;212186
2018-07-06;77.11;77.57;76.36;77.68;315279
2018-07-05;77.39;78.14;77.3;78.5;254024
2018-07-04;78.24;77.89;77.61;78.28;97245
2018-07-03;77.76;77.4;76.67;78.55;273456
2018-07-02;77.3;78.55;77.16;78.95;265384
2018-06-29;79.44;77.79;77.45;79.7;17120
2018-06-28;77.85;77.5;77.09;78.42;144216
2018-06-27;77.62;76.54;76.28;78.16;166193
2018-06-26;76.31;74.74;74.13;76.72;289472
2018-06-25;74.73;74.8;73.74;75.13;274377
2018-06-22;75.55;73.24;73.24;75.83;377394
2018-06-21;73.05;74.46;72.93;74.69;411809
2018-06-20;74.74;75.2;74.1;75.86;368837
2018-06-19;75.08;75.24;74.45;75.55;290589
2018-06-18;75.34;73.06;72.45;75.49;316116
2018-06-15;73.44;75.98;73;76.06;285802
2018-06-14;75.94;76.56;75.76;76.92;279214
2018-06-13;76.74;75.4;75.26;76.87;292469
2018-06-12;75.88;76.5;75.43;77.07;260327
2018-06-11;76.46;76.3;75.52;76.84;231283
2018-06-08;76.46;77.39;76.12;77.61;251826
2018-06-07;77.32;75.88;75.44;77.45;327984
2018-06-06;75.36;75.19;74.46;76.25;365652
2018-06-05;75.38;75.4;73.81;75.74;400846
2018-06-04;75.29;76.66;75.2;76.95;324286
2018-06-01;76.79;77.71;76.35;77.95;296571
2018-05-31;77.59;77.37;77.04;78.75;21440
2018-05-30;77.5;75.37;74.81;77.73;125329
2018-05-29;75.39;75.82;74.54;76.2;114463
2018-05-28;75.3;76.11;74.49;76.17;65102
2018-05-25;76.44;78.82;76.01;78.88;275722
2018-05-24;78.79;79.65;78.57;79.78;228579
2018-05-23;79.8;79.47;78.21;79.85;292969
2018-05-22;79.57;79.36;79.16;80.49;305307
2018-05-21;79.22;78.61;78.1;79.59;245772
2018-05-18;78.51;79.46;78.33;79.87;277277
2018-05-17;79.3;79.26;79.12;80.5;330172
2018-05-16;79.28;78.1;77.61;79.35;336573
2018-05-15;78.43;78.42;77.9;79.47;390915
2018-05-14;78.23;77.05;76.55;78.53;290126
2018-05-11;77.12;77.55;76.95;77.6;261802
2018-05-10;77.47;77.44;76.51;78;314193
2018-05-09;77.21;76.19;76.08;77.43;364746
2018-05-08;74.85;75.6;73.1;76.18;519797
2018-05-07;76.17;75;74.83;76.34;230472
2018-05-04;74.87;73.74;73.24;75.08;289860
2018-05-03;73.62;73.07;72.47;74.09;382135
2018-05-02;73.36;73.28;72.38;73.63;347055
2018-05-01;73.13;74.65;72.74;74.98;360973
2018-04-30;75.17;74.62;73.47;75.41;24760
2018-04-27;74.64;74.72;74.35;75.03;156532
2018-04-26;74.74;74.23;74.11;74.97;179479
2018-04-25;74;74;73.17;74.19;275128
2018-04-24;73.86;75.09;73.68;75.47;330603
2018-04-23;74.71;73.77;73.13;75.1;317446
2018-04-20;74.06;73.94;72.83;74.2;371895
2018-04-19;73.78;73.72;73.46;74.75;393964
2018-04-18;73.48;71.72;71.66;73.93;352649
2018-04-17;71.58;71.65;70.83;71.89;315036
2018-04-16;71.42;72.7;71.11;72.85;297437
2018-04-13;72.58;71.94;71.56;72.88;328504
2018-04-12;72.02;72.09;71.1;72.49;330212
2018-04-11;72.06;71.03;70.57;73.09;495410
2018-04-10;71.04;68.46;68.46;71.34;452335
2018-04-09;68.65;67.1;67;68.8;257496
2018-04-06;67.11;68.09;66.86;68.62;296092
2018-04-05;68.33;68.36;67.73;68.93;270818
2018-04-04;68.02;68.15;66.69;68.28;361479
2018-04-03;68.12;67.63;67.62;68.46;232257
2018-04-02;67.64;69.32;67.49;70.04;190053
2018-03-29;70.27;69.86;69.1;70.44;25293
2018-03-28;69.53;69.72;68.78;70.25;141890
2018-03-27;70.11;70.13;69.45;71.03;131391
2018-03-26;70.12;70.43;69.67;71.05;183689
2018-03-23;70.45;69.11;68.87;70.57;283010
2018-03-22;68.91;69.63;68.58;69.7;286629
2018-03-21;69.47;67.61;67.48;69.86;401046
2018-03-20;67.42;66.15;66.15;67.88;326466
2018-03-19;66.05;66.01;65.39;66.39;272416
2018-03-16;66.21;65.07;64.88;66.42;264214
2018-03-15;65.12;64.9;64.61;65.38;208594
2018-03-14;64.89;64.73;64.06;65.21;267591
2018-03-13;64.64;64.92;64.05;65.68;320571
2018-03-12;64.95;65.5;64.18;65.86;240034
2018-03-09;65.49;63.93;63.69;65.63;286492
2018-03-08;63.61;64.51;63.43;64.56;294786
2018-03-07;64.34;65.23;63.83;65.8;332906
2018-03-06;65.79;65.74;65.3;66.16;199793
2018-03-05;65.54;64.65;64.1;65.88;261060
2018-03-02;64.37;64.07;63.2;64.64;266382
2018-03-01;63.83;64.57;63.19;65.04;340966
2018-02-28;65.78;66.41;65.43;66.87;27394
2018-02-27;66.63;67.57;66.32;67.61;106337
2018-02-26;67.5;67.29;66.72;67.9;188304
2018-02-23;67.31;66.3;65.79;67.37;201717
2018-02-22;66.39;64.91;64.62;66.56;253001
2018-02-21;65.42;65.05;64.4;65.53;245865
2018-02-20;65.25;65.64;64.78;65.81;289165
2018-02-19;65.67;64.96;64.84;65.9;125633
2018-02-16;64.84;64.66;64.19;65.22;239577
2018-02-15;64.33;64.44;63.12;65.15;292913
2018-02-14;64.36;62.84;61.95;64.58;349099
2018-02-13;62.72;62.85;61.76;63.1;367263
2018-02-12;62.59;62.5;62.5;64.4;349667
2018-02-09;62.79;64.44;61.77;64.64;399495
2018-02-08;64.81;65.28;64.1;65.6;346318
2018-02-07;65.51;67.2;65.16;67.72;567758
2018-02-06;66.86;67.02;66.53;67.6;328847
2018-02-05;67.62;68.15;66.9;68.46;335637
2018-02-02;68.58;70;67.96;70.02;307134
2018-02-01;69.65;69;68.81;69.97;336923
2018-01-31;69.05;68.43;68.33;69.15;20433
2018-01-30;69.02;69.3;68.4;69.39;135872
2018-01-29;69.46;70.47;69.07;70.64;202236
2018-01-26;70.52;70.07;70.05;70.83;227599
2018-01-25;70.42;70.95;69.97;71.28;301926
2018-01-24;70.53;69.97;69.54;70.94;308365
2018-01-23;69.96;69.17;69.12;70.24;343734
2018-01-22;69.03;68.8;68.39;69.51;250603
2018-01-19;68.61;69.01;68.28;69.08;278360
2018-01-18;69.31;69.53;68.8;69.63;270231
2018-01-17;69.38;69.35;68.55;69.59;280419
2018-01-16;69.15;70.05;68.83;70.13;322952
2018-01-15;70.26;69.88;69.55;70.37;173464
2018-01-12;69.87;69.15;68.59;69.93;302098
2018-01-11;69.26;69.15;69;70.05;341936
2018-01-10;69.2;69.12;68.75;69.37;290542
2018-01-09;68.82;68;67.7;69.29;319922
2018-01-08;67.78;67.8;67.44;67.99;210348
2018-01-05;67.62;67.97;67.26;68.11;183452
2018-01-04;68.07;67.89;67.62;68.27;246148
2018-01-03;67.84;66.54;66.4;68.03;260862
2018-01-02;66.57;66.55;66.24;67.29;211739
2017-12-29;66.87;66.15;66.15;66.98;157948
2017-12-28;66.72;66.43;66.23;66.85;35088
2017-12-27;66.44;66.76;66.03;66.94;122431
2017-12-26;67.02;65.2;65;67.1;74246
2017-12-22;65.25;64.63;64.38;65.28;110419
2017-12-21;64.9;64.49;64.2;64.93;155417
2017-12-20;64.56;63.83;63.67;64.6;222727
2017-12-19;63.8;63.41;63.3;63.91;213190
2017-12-18;63.41;63.36;63;63.91;234617
2017-12-15;63.23;63.39;63.08;63.68;212995
2017-12-14;63.31;62.81;62.01;63.5;277672
2017-12-13;62.44;63.8;62.36;64.32;354367
2017-12-12;63.34;64.66;63.07;65.83;508993
2017-12-11;64.69;63.29;62.99;64.93;488007
2017-12-08;63.4;62.08;62.01;63.64;362429
2017-12-07;62.2;61.3;61.15;62.26;238964
2017-12-06;61.22;62.64;61.13;62.93;314261
2017-12-05;62.86;62.45;62.12;63.15;219338
2017-12-04;62.45;63.5;62.31;63.68;250521
2017-12-01;63.73;62.74;62.59;64.32;308154
2017-11-30;63.57;63.28;63.21;64.21;26207
2017-11-29;63.11;63.3;62.5;64.07;178202
2017-11-28;63.61;63.78;63.1;63.89;186934
2017-11-27;63.84;63.8;63.1;63.99;249086
2017-11-24;63.86;63.35;63.28;63.95;152696
2017-11-23;63.55;63.24;62.88;63.57;113080
2017-11-22;63.32;62.78;62.62;63.43;322870
2017-11-21;62.57;62.1;62.07;62.87;338157
2017-11-20;62.22;62.8;61.44;62.8;283479
2017-11-17;62.72;61.41;61.08;62.92;356735
2017-11-16;61.36;61.88;61.25;62.15;314062
2017-11-15;61.87;61.55;61.3;62.13;279411
2017-11-14;62.21;63.06;61.21;63.17;418939
2017-11-13;63.16;63.68;62.61;63.77;335154
2017-11-10;63.52;63.8;63.35;64.27;307965
2017-11-09;63.93;63.52;63.26;64.25;319856
2017-11-08;63.49;63.69;62.95;64.64;418072
2017-11-07;63.69;64.12;63.5;64.65;389455
2017-11-06;64.27;62.27;62.08;64.44;356994
2017-11-03;62.07;60.88;60.6;62.23;272739
2017-11-02;60.62;60.5;60.02;60.86;289300
2017-11-01;60.49;61.07;60;61.7;337761
2017-10-31;61.37;60.86;60.53;61.41;29115
2017-10-30;60.9;60.66;60.14;61;168541
2017-10-27;60.44;59.37;58.82;60.65;209886
2017-10-26;59.3;58.42;58.05;59.55;232283
2017-10-25;58.44;58.44;57.85;58.74;260548
2017-10-24;58.33;57.41;57.04;58.57;334681
2017-10-23;57.37;57.95;57.27;58.05;353071
2017-10-20;57.75;57.32;56.6;57.94;369888
2017-10-19;57.23;58.24;57.02;58.3;430668
2017-10-18;58.15;58.16;57.74;58.54;329325
2017-10-17;57.88;57.78;57.18;58.35;405217
2017-10-16;57.82;57.28;57.12;58.47;341777
2017-10-13;57.17;56.44;56.34;57.57;332597
2017-10-12;56.25;56.74;55.88;56.83;339530
2017-10-11;56.94;56.56;56.51;57.09;85988
2017-10-10;56.61;55.78;55.73;56.91;290341
2017-10-09;55.79;55.5;55.06;55.98;301152
2017-10-06;55.62;56.99;55.13;57.28;395647
2017-10-05;57;55.77;55.7;57.24;379302
2017-10-04;55.8;55.67;55.38;56.2;330854
2017-10-03;56;56.1;55.7;56.4;275423
2017-10-02;56.12;56.73;55.5;56.76;352045
2017-09-29;57.54;57.6;57.14;57.8;24020
2017-09-28;57.41;57.7;56.85;58.65;117888
2017-09-27;57.9;58.57;57.57;58.89;142870
2017-09-26;58.44;59.05;57.77;59.49;214727
2017-09-25;59.02;56.87;56.7;59.25;224939
2017-09-22;56.86;56.5;56.22;56.91;208360
2017-09-21;56.43;56.17;55.76;56.53;251616
2017-09-20;56.29;55.35;55.26;56.48;295650
2017-09-19;55.14;55.48;54.89;55.89;221760
2017-09-18;55.48;55.59;54.82;55.95;278120
2017-09-15;55.62;55.29;54.86;55.85;271070
2017-09-14;55.47;55.02;54.93;55.99;327352
2017-09-13;55.16;54.18;54.03;55.21;291472
2017-09-12;54.27;53.77;53.42;54.44;279336
2017-09-11;53.84;53.82;53.04;54.14;276434
2017-09-08;53.78;54.54;53.57;54.87;307449
2017-09-07;54.49;54.13;53.89;54.67;306718
2017-09-06;54.2;53.16;53.09;54.31;322595
2017-09-05;53.38;52.3;52.09;53.66;300776
2017-09-04;52.34;52.85;51.99;52.85;121539
2017-09-01;52.75;52.84;52.24;52.95;262197
2017-08-31;52.38;50.58;50.56;52.43;33499
2017-08-30;50.86;51.97;50.58;52.01;152585
2017-08-29;52;52.04;51.36;52.19;139974
2017-08-28;51.89;52.38;51.52;52.84;141582
2017-08-25;52.41;52.3;51.93;52.68;218089
2017-08-24;52.04;52.55;51.61;52.71;255763
2017-08-23;52.57;51.68;51.45;52.63;287199
2017-08-22;51.87;51.78;51.39;52.28;313918
2017-08-21;51.66;53;51.3;53;271574
2017-08-18;52.72;50.89;50.78;52.96;317440
2017-08-17;51.03;50.4;50;51.12;334304
2017-08-16;50.27;50.98;50.15;51.4;305551
2017-08-15;50.8;50.65;50.02;51.15;334161
2017-08-14;50.73;52.02;50.55;52.38;281573
2017-08-11;52.1;51.94;51.3;52.28;245314
2017-08-10;51.9;52.72;51.67;53.64;450278
2017-08-09;52.7;51.99;51.81;52.85;265606
2017-08-08;52.14;52.24;51.82;52.73;235160
2017-08-07;52.37;52.39;51.37;52.53;260937
2017-08-04;52.42;51.97;51.43;52.52;278784
2017-08-03;52.01;52.24;51.77;52.89;402658
2017-08-02;52.36;51.38;51.18;52.43;406415
2017-08-01;51.78;52.7;50.88;52.93;392641
2017-07-31;52.65;52.6;52.2;52.92;25540
2017-07-28;52.52;51.6;51.31;52.7;159148
2017-07-27;51.49;50.86;50.5;51.64;184427
2017-07-26;50.97;50.63;50.07;51.06;258949
2017-07-25;50.2;48.64;48.63;50.91;284288
2017-07-24;48.6;47.96;47.68;48.77;287928
2017-07-21;48.06;49.33;47.81;49.65;338354
2017-07-20;49.3;49.65;49.19;50.19;315337
2017-07-19;49.7;48.7;48.58;49.81;300371
2017-07-18;48.84;48.4;48.24;49.41;251496
2017-07-17;48.42;49.14;48.31;49.26;227420
2017-07-14;48.91;48.37;48.15;49.11;295663
2017-07-13;48.42;47.7;47.18;48.53;262631
2017-07-12;47.74;48.21;47.35;48.79;333698
2017-07-11;47.52;46.99;46.29;48.21;283386
2017-07-10;46.88;46.84;46.11;47.38;268902
2017-07-07;46.71;47.76;46.28;47.76;302323
2017-07-06;48.11;48.28;47.77;49.18;308255
2017-07-05;47.79;49.67;47;49.84;372984
2017-07-04;49.61;49.63;49.29;49.9;129566
2017-07-03;49.68;48.95;48.54;49.71;244518
2017-06-30;47.92;47.46;47.46;48.12;26181
2017-06-29;47.42;47.39;47.14;48.03;179560
2017-06-28;47.31;46.25;46.25;47.47;162581
2017-06-27;46.65;45.85;45.79;47.06;263256
2017-06-26;45.83;45.63;45.04;46.24;203221
2017-06-23;45.54;45.28;45.03;45.75;252259
2017-06-22;45.22;44.81;44.53;45.79;346755
2017-06-21;44.82;45.89;44.35;46.63;389712
2017-06-20;46.02;46.96;45.42;47.23;343458
2017-06-19;46.91;47.21;46.77;47.76;261488
2017-06-16;47.37;46.82;46.81;47.61;227424
2017-06-15;46.92;46.8;46.7;47.2;301404
2017-06-14;47;48.18;46.74;48.69;464423
2017-06-13;48.72;48.32;47.87;48.82;321281
2017-06-12;48.29;48.06;48.01;49.15;316560
2017-06-09;48.15;47.79;47.4;48.56;285815
2017-06-08;47.86;48.26;47.56;48.6;445968
2017-06-07;48.06;49.97;47.96;50.14;461745
2017-06-06;50.12;49.57;49;50.3;329713
2017-06-05;49.47;49.87;49.04;50.74;348409
2017-06-02;49.95;50.23;48.95;50.52;451455
2017-06-01;50.63;51.17;50.23;51.45;462917
2017-05-31;50.31;51.92;49.81;51.92;41681
2017-05-30;51.84;52.25;51.19;52.35;137207
2017-05-29;52.29;52.24;51.86;52.61;36592
2017-05-26;52.15;51.38;50.71;52.3;265833
2017-05-25;51.46;54.15;51.03;54.67;464495
2017-05-24;53.96;54.14;53.66;54.62;351635
2017-05-23;54.15;53.87;53.2;54.43;328325
2017-05-22;53.87;53.85;53.66;54.37;379122
2017-05-19;53.61;52.57;52.55;53.82;333274
2017-05-18;52.51;52.19;51.11;52.74;363694
2017-05-17;52.21;51.2;51.04;52.61;331361
2017-05-16;51.65;51.88;51.1;52.36;340962
2017-05-15;51.82;50.89;50.74;52.63;331418
2017-05-12;50.84;50.76;50.33;51.09;304757
2017-05-11;50.77;50.28;50.25;51.16;315588
2017-05-10;50.22;48.95;48.81;50.63;368112
2017-05-09;48.73;49.44;48.39;49.72;332913
2017-05-08;49.34;49.27;48.48;49.92;400718
2017-05-05;49.1;48.45;46.64;49.63;530438
2017-05-04;48.38;50.59;48.16;50.73;541579
2017-05-03;50.79;50.99;50.2;51.14;357189
2017-05-02;50.46;51.39;50.14;52.16;364060
2017-05-01;51.52;51.88;51.22;51.97;121525
2017-04-28;51.73;51.58;51.31;52.12;23204
2017-04-27;51.44;51.57;50.45;51.76;187128
2017-04-26;51.82;51.81;51.38;52.46;206557
2017-04-25;52.1;51.6;51.3;52.39;272756
2017-04-24;51.6;52.11;51.42;52.57;267284
2017-04-21;51.96;53;51.57;53.29;348477
2017-04-20;52.99;53.09;52.68;53.55;401851
2017-04-19;52.93;54.78;52.58;55.2;435407
2017-04-18;54.89;55.39;54.61;55.48;373099
2017-04-17;55.36;55.55;55.29;55.98;158972
2017-04-13;55.89;55.66;55.56;56.06;325309
2017-04-12;55.86;56.28;55.5;56.65;373526
2017-04-11;56.23;56.08;55.45;56.3;340419
2017-04-10;55.98;55.19;55.19;56.05;298898
2017-04-07;55.24;54.88;54.57;56.08;317775
2017-04-06;54.89;54.13;54.02;55;239472
2017-04-05;54.36;54.22;53.97;55.09;353017
2017-04-04;54.17;53.18;52.73;54.38;302109
2017-04-03;53.12;53.62;53.03;53.74;241746
2017-03-31;52.83;52.83;52.35;53.45;27461
2017-03-30;52.96;52.39;52.03;53.1;128549
2017-03-29;52.42;51.43;51.36;52.48;140442
2017-03-28;51.33;50.77;50.77;51.87;186414
2017-03-27;50.75;51.03;50.03;51.1;195521
2017-03-24;50.8;50.64;50.4;51.06;215340
2017-03-23;50.56;50.83;50.25;51.1;320211
2017-03-22;50.64;50.86;49.71;50.98;327912
2017-03-21;50.96;51.7;50.73;52.22;291705
2017-03-20;51.62;51.8;51.01;51.94;239247
2017-03-17;51.76;51.74;51.53;52.18;220349
2017-03-16;51.74;52.08;51.5;52.65;281525
2017-03-15;51.81;51.5;51.36;52.15;327902
2017-03-14;50.92;51.34;50.25;51.86;411631
2017-03-13;51.35;51.49;50.85;51.7;276760
2017-03-10;51.37;52.33;51.14;53.02;351344
2017-03-09;52.19;53.49;51.5;53.86;504122
2017-03-08;53.11;55.63;52.93;55.77;444133
2017-03-07;55.92;55.95;55.56;56.65;269515
2017-03-06;56.01;55.8;55.32;56.25;224195
2017-03-03;55.9;55.18;55.09;55.95;248708
2017-03-02;55.08;56.31;55.03;56.44;350118
2017-03-01;56.36;56.45;56.24;57.05;261742
2017-02-28;55.59;56.02;55.23;56.15;28347
2017-02-27;55.93;55.96;55.86;56.77;139288
2017-02-24;55.99;56.4;55.74;56.66;164961
2017-02-23;56.58;56.2;56.18;57.26;223585
2017-02-22;55.84;56.74;55.64;57.01;245156
2017-02-21;56.66;56.17;56.1;57.31;335443
2017-02-20;56.18;55.9;55.7;56.42;209626
2017-02-17;55.81;55.73;55.1;55.88;270492
2017-02-16;55.65;55.74;55.13;56.24;310843
2017-02-15;55.75;55.82;55.56;56.25;272519
2017-02-14;55.97;55.75;55.53;56.46;254982
2017-02-13;55.59;56.68;55.41;56.81;234314
2017-02-10;56.7;55.66;55.59;56.88;284708
2017-02-09;55.63;55.3;55.23;55.92;263404
2017-02-08;55.12;54.5;54.44;55.68;409826
2017-02-07;55.05;55.91;54.58;55.98;317181
2017-02-06;55.72;56.85;55.65;57.13;252700
2017-02-03;56.81;56.92;56.39;57.3;264757
2017-02-02;56.56;56.53;56.33;57.45;297350
2017-02-01;56.8;55.55;55.36;56.83;301235
2017-01-31;55.7;55.25;54.9;56;28804
2017-01-30;55.23;55.47;54.97;55.7;104897
2017-01-27;55.52;56.09;54.86;56.5;142066
2017-01-26;56.24;55.39;55.21;56.55;265715
2017-01-25;55.08;55.24;54.75;55.65;275730
2017-01-24;55.44;55.42;55.07;55.87;254893
2017-01-23;55.23;55.7;54.65;55.75;305849
2017-01-20;55.49;54.33;54.18;55.8;293535
2017-01-19;54.16;54.29;53.9;54.77;346867
2017-01-18;53.92;55.48;53.77;55.9;360148
2017-01-17;55.47;55.74;55.4;56.95;335727
2017-01-16;55.86;55.64;55.19;55.92;112583
2017-01-13;55.45;56;55.28;56.21;247086
2017-01-12;56.01;55.19;55.01;56.43;331632
2017-01-11;55.1;53.8;53.7;55.67;419902
2017-01-10;53.64;54.95;53.58;55.36;332978
2017-01-09;54.94;56.81;54.74;57;266387
2017-01-06;57.1;56.88;56.28;57.47;234870
2017-01-05;56.89;56.35;56.01;57.35;269612
2017-01-04;56.46;55.73;55.33;56.55;282545
2017-01-03;55.47;57.05;55.3;58.37;340817
2016-12-30;56.82;57;56.46;57.2;129096
2016-12-29;56.14;56.01;55.91;56.63;49076
2016-12-28;56.22;56.06;55.89;56.56;109907
2016-12-27;56.09;55.18;55.04;57.15;67836
2016-12-23;55.16;54.84;54.26;55.25;104088
2016-12-22;55.05;54.55;54.05;55.23;194658
2016-12-21;54.46;55.52;54.32;55.87;277727
